okres;1THB;1USD;1AUD;1HKD;1CAD;1NZD;1SGD;1EUR;1HUF;1CHF;1GBP;1UAH;1JPY;1CZK;1DKK;100ISK;1NOK;1SEK;1HRK;1RON;1BGN;1TRY;1ILS;1CLP;1PHP;1MXN;1ZAR;1BRL;1MYR;1IDR;1INR;1KRW;1CNY
20221219;0,1267;4,4153;2,9666;0,5675;3,2354;2,8235;3,2565;4,6886;1,1611;4,7453;5,3926;0,1258;3,2436;0,1934;0,6304;3,0948;0,4476;0,4266;0,6219;0,9534;2,3972;0,2369;1,2838;0,4981;0,0797;0,2239;0,2555;0,8308;0,9977;2,8308;5,3403;0,3397;0,6335
20221220;0,1266;4,4001;2,9437;0,5652;3,2319;2,7977;3,2589;4,6804;1,161;4,7524;5,3463;0,1258;3,332;0,1933;0,6292;3,0894;0,4462;0,4239;0,6205;0,9529;2,393;0,2358;1,2733;0,4948;0,0797;0,2226;0,2545;0,8312;0,9925;2,8201;5,3163;0,3426;0,6319
20221221;0,1265;4,3947;2,9336;0,5639;3,2268;2,7664;3,2506;4,6648;1,1586;4,7443;5,3342;0,1258;3,3377;0,1927;0,6271;3,0791;0,4456;0,4214;0,6185;0,9511;2,385;0,2355;1,2646;0,4959;0,0798;0,2227;0,2537;0,8451;0,9903;2,8193;5,3059;0,3411;0,6302
20221222;0,1261;4,3726;2,9488;0,5609;3,2176;2,7575;3,2439;4,6551;1,1573;4,7358;5,2905;0,1258;3,3125;0,1924;0,6259;3,0525;0,4483;0,4225;0,6174;0,9509;2,3801;0,2341;1,2613;0,5019;0,0792;0,2231;0,2557;0,8407;0,9882;2,8061;5,2829;0,3422;0,6266
20221223;0,1258;4,37;2,9269;0,5601;3,2118;2,7471;3,2367;4,6364;1,1574;4,6925;5,2722;0,1258;3,2962;0,1915;0,6235;3,0443;0,4433;0,4177;0,6152;0,9458;2,3705;0,2339;1,2517;0,5015;0,0792;0,2242;0,2554;0,8458;0,9876;2,8027;5,2739;0,3411;0,6256
20221227;0,1262;4,3671;2,9532;0,5598;3,2282;2,7561;3,2464;4,6558;1,1595;4,7035;5,2676;0,1258;3,2793;0,1923;0,6261;3,057;0,4452;0,4184;0,6178;0,9464;2,3804;0,2335;1,2485;0,4971;0,0782;0,2257;0,2557;0,8368;0,9874;2,7883;5,2721;0,3442;0,6274
20221228;0,127;4,4127;2,9839;0,5663;3,2597;2,7808;3,2716;4,6938;1,1649;4,7438;5,3085;0,1258;3,292;0,1937;0,6312;3,086;0,4481;0,4218;0,6227;0,9502;2,3999;0,2358;1,2552;0,5083;0,0786;0,2272;0,2571;0,8336;0,9978;2,8102;5,3249;0,3477;0,6328
20221229;0,1272;4,4078;2,9666;0,5654;3,2441;2,7824;3,2697;4,6969;1,1667;4,7725;5,3132;0,1258;3,2986;0,1942;0,6316;3,0921;0,4457;0,4216;0,6233;0,9498;2,4015;0,2355;1,2517;0,5112;0,0789;0,2276;0,259;0,8367;0,9964;2,8151;5,3222;0,3481;0,6331
20221230;0,1271;4,4018;2,989;0,5643;3,2486;2,7884;3,2802;4,6899;1,1718;4,7679;5,2957;0,1258;3,3312;0,1942;0,6307;3,0997;0,4461;0,4213;0,6224;0,9475;2,3979;0,2349;1,2497;0,5139;0,0792;0,2256;0,2593;0,8326;0,9993;2,8276;5,3198;0,3497;0,6348
20230102;0,1267;4,3811;2,9767;0,5615;3,2306;2,7713;3,2665;4,6784;1,1676;4,7379;5,2768;0,1258;3,3469;0,1936;0,629;3,0881;0,4448;0,4187;0,9463;2,392;0,234;1,2441;0,5165;0,0785;0,2246;0,2578;0,8287;0,9946;2,8134;5,2945;0,3447;0,6355;5,8589
20230103;0,129;4,4373;2,9825;0,5679;3,2593;2,7722;3,3018;4,68;1,1619;4,7342;5,2911;0,1258;3,402;0,1939;0,6293;3,085;0,4467;0,4208;0,9489;2,3928;0,2369;1,2555;0,5231;0,0795;0,228;0,2601;0,8273;1,0071;2,8449;5,3534;0,3475;0,6428;5,8609
20230104;0,1292;4,3998;3,0231;0,5628;3,2457;2,7841;3,2856;4,6688;1,1752;4,7454;5,3064;0,1258;3,3735;0,1941;0,6277;3,0777;0,4367;0,4175;0,9471;2,3871;0,2348;1,2495;0,5099;0,0788;0,2276;0,2618;0,8029;0,9998;2,8226;5,3141;0,346;0,6396;5,8875
20230105;0,1295;4,397;3,0008;0,5629;3,2555;2,7613;3,2831;4,6709;1,1809;4,7437;5,2892;0,1258;3,3172;0,1946;0,628;3,079;0,437;0,4182;0,948;2,3882;0,2344;1,2476;0,514;0,0788;0,2273;0,259;0,8095;1,002;2,8172;5,3266;0,3463;0,6397;5,8821
20230109;0,1314;4,401;3,0479;0,5638;3,2863;2,8127;3,3019;4,697;1,1816;4,7606;5,3515;0,1258;3,323;0,1957;0,6315;3,0719;0,4429;0,42;0,9538;2,4015;0,2344;1,2539;0,5231;0,0799;0,23;0,2581;0,8422;1,0059;2,8272;5,3441;0,3534;0,649;5,9329
20230110;0,1304;4,372;3,0165;0,56;3,2668;2,7901;3,286;4,6981;1,1795;4,7525;5,3266;0,1258;3,3165;0,1958;0,6317;3,0369;0,4401;0,4203;0,9539;2,4021;0,2328;1,2603;0,5232;0,0798;0,2289;0,2568;0,8319;0,9998;2,8075;5,3471;0,3513;0,6453;5,8816
20230111;0,1308;4,3639;3,0161;0,5585;3,251;2,7794;3,2772;4,6871;1,1715;4,7266;5,2938;0,1258;3,2935;0,1951;0,6302;3,0298;0,4371;0,4174;0,9502;2,3965;0,2324;1,2617;0,5277;0,0795;0,2289;0,2567;0,8392;0,9984;2,8186;5,3471;0,3501;0,6445;5,8634
20230112;0,1306;4,3556;3,0108;0,5578;3,2445;2,7707;3,276;4,6888;1,1744;4,6773;5,3035;0,1258;3,3257;0,1951;0,6304;3,0388;0,4355;0,4151;0,9498;2,3973;0,2319;1,2644;0,5288;0,0788;0,2305;0,2584;0,8441;0,9992;2,8398;5,34;0,3497;0,646;5,8526
20230113;0,1312;4,3272;3,0183;0,554;3,2417;2,7666;3,2741;4,6915;1,1842;4,66;5,291;0,1258;3,3661;0,1953;0,6306;3,0405;0,4385;0,4161;0,9496;2,3987;0,2303;1,2685;0,5286;0,0789;0,2298;0,2576;0,847;0,9979;2,857;5,32;0,3497;0,6443;5,8544
